TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
影／感染源仍不明！黃珊珊：房仲4足跡擴大匡列發1542簡訊,2022-01-24 15:49:00,udn,台北市圓山飯店女廚師妹妹、房仲哥哥及媽媽一家三口及其友人4人確診，對於感染源是否釐清？台北市副市長黃珊珊今天表示，感染源...,"

台北市圓山飯店女廚師妹妹、房仲哥哥及媽媽一家三口及其友人4人確診，對於感染源是否釐清？台北市副市長黃珊珊今天表示，感染源部分，只有知道案房仲哥哥案18375及友人案18397兩位是有一起用餐，但中央到現在，也不知道是誰傳染給誰，雙方都覺得是對方傳給自己，還要等基因定序，北市府也會從足跡中，試讀找出有其他感染源有關聯的地方。



黃珊珊也表示，有鑒於桃園西堤餐廳案例，北市府針對昨天公佈的案18375房仲業者哥哥的四處足跡擴大匡列，目前已經針對大安區溫州街Kitcken 66廚房、松山區有間火鍋、北投行義路皇池溫泉及南港潮肉壽喜燒店，共發出1542通細胞簡訊，其中皇池溫泉發出1017筆細胞簡訊最多。



黃呼籲在這個時間點或之後，到過這些地點民眾，收到細胞簡訊，儘速到台北市七家醫院篩檢站採檢。



台北市長柯文哲、黃珊珊今天召開防疫記者會，針對台北市昨天四例不明感染源確診，北市府擴大匡列，並公佈房仲哥哥友人足跡。黃珊珊說，案18375房仲業者哥哥有四處足跡因為有脫口罩用餐，待的時間長，北市府提醒要特別注意。



這四處足跡包括案18375在1月15、16日晚間7點至10點到過大安區溫州街Kitcken 66廚房；1月17日晚間6點59分至10點，到過松山區南京東路四段的有間火鍋；1月19日晚間11點到隔天凌晨2點到北投行義路的皇池溫泉；還有1月20日晚間6點19分至8點20分到過南港的潮肉壽喜燒店。



黃珊珊說，因這四處足跡，確診房仲用餐時間長，北市府看到桃園西堤餐廳的案例，所以比較謹慎，針對待的時間長，加上沒戴口罩地點決定擴大匡列，包括Kitcken 66廚房發30筆細胞簡訊，有間火鍋416筆，皇池溫泉1017筆，潮肉壽喜燒店發79筆細胞簡訊，希望這個時間點或之後，到過這些地點民眾，收到細胞簡訊，儘速到台北市七家醫院篩檢站採檢。總計擴大採檢發出1542筆細胞簡訊。

 ▪【疫情專題】1月25日增13例本土、25例境外 無個案死亡 ▪【整理包】第3劑怎麼選？一圖看懂各劑種組合效能、副作用強度 ▪【QA整理包】超實用日期對照表 一張圖秒看懂何時能打第三劑 ▪【教學文】一掃便知！數位新冠健康證明、台北通疫苗護照 操作流程看過來 

新冠肺炎
COVID-19




                    Omicron疫情肆虐全球，連帛琉也遭攻陷，我國昨日新增2名境外移入，是首見從帛琉返台的確診陽性個案，為當地居住，非旅遊...                  

                    新冠肺炎本土疫情再起，國內今天新增13名本土個案、25名境外移入個案，無死亡個案。指揮中心指揮官陳時中表示，本土個案較少...                  

                    台南市傳出有在地的本土新冠肺炎確診個案，打破212天沒有本土病例的紀錄，首次出現個案，台南市衛生局表示，中央疫情指揮中心...                  

                    新冠肺炎襲捲全球，各國開發疫苗與檢測技術，科技部與中央研究院以及民間企業，與高雄榮民總醫院（高榮）合作，開發出世界首創的...                  

                    昨新增十五例本土個案，境外移入卅六例，指揮中心指揮官陳時中表示，確診個案大幅減少，可能因周日篩檢人數較少，「雖然覺得慶幸，但危機還沒有過。」現在最需釐清宜蘭礁溪長榮鳳凰酒店、北市圓山飯店等兩起不明感染源事件，另桃園和高雄群聚規模較大，為防疫「重中之重」。                  

                    中央流行疫情指揮中心今宣布新增15本土案例，指揮官陳時中表示，雖然慶幸但不可掉以輕心，畢竟昨天是周日，大規模採檢相對少。...                  ","新冠肺炎,COVID-19",聯合新聞網,https://udn.com/news/story/120940/6056868
收到簡訊趕快去！高雄巿港區高風險者若未採檢 最高開罰1.5萬,2022-01-25 13:27:00,udn,高雄市長陳其邁今天表示，高雄在這次Omicron武漢肺炎的傳播裡面，幾乎都是由新光輪群聚感染所引起。目前旗津只有35%社...,"高雄市長陳其邁今天表示，高雄在這次Omicron武漢肺炎的傳播裡面，幾乎都是由新光輪群聚感染所引起。目前旗津只有35%社區民眾前往篩檢，市府會請里幹事、里長，一家一家通知；港區相關人員收到簡訊未依指示前往採檢者，將以傳染病防治法處以新台幣3千至1萬5千元罰鍰。



陳其邁表示，現在採取「疫調」跟「擴大篩檢」策略，全力防堵病毒到社區，及早找出隱形傳播鏈，進一步遏止病毒傳播。他感謝所有參與擴大篩檢的醫護團隊，以及所有配合篩檢的市民跟疫調匡列的接觸對象。



陳其邁說，1月12日起有進出或曾到過高雄港中島商港區，和旗津造船廠、修船廠區相關接觸風險的民眾或工作人員，大概有2千多人，由於會有很多包商、顧客等，市府會用簡訊通知。



收到簡訊者務必到社區篩檢站，進行三階段篩檢，前兩天PCR，第三天快篩，並遵照加強型自主健康管理，才可入場工作。收到簡訊未依指示前往者，將以傳染病防治法處以新台幣3千至1萬5千元罰鍰。港區其餘作業區則採PCR篩檢，7天後快篩追蹤。



旗津群聚部分，市府請所有旗津在地居民、在旗津工作者，儘速到鄰近社區篩檢站採檢。目前只有35%旗津社區民眾前往篩檢，市府將請里幹事、里長，一家一家通知。旗津所有醫療院所，如有因呼吸道症狀、頭痛、發燒、感冒就醫民眾，一律轉診PCR篩檢。



1月25日旗津社區篩檢站設在旗津廣濟宮、旗津福壽宮、高科大旗津校區、旗津醫院，採檢時間還有下午1點半到4點半、晚上6點到9點。



高市府在港區設篩檢站，1月12日起有進出或曾到過高雄港中島商港區，和旗津造船廠、修船廠區相關接觸風險的民眾或工作人員，市府會用簡訊通知，收到簡訊未依指示前往者，將以傳染病防治法處以新台幣3千至1萬5千元罰鍰。記者劉學聖／攝影高市府在港區設篩檢站，1月12日起有進出或曾到過高雄港中島商港區，和旗津造船廠、修船廠區相關接觸風險的民眾或工作人員，市府會用簡訊通知，收到簡訊未依指示前往者，將以傳染病防治法處以新台幣3千至1萬5千元罰鍰。記者劉學聖／攝影

 ▪【疫情專題】1月25日增13例本土、25例境外 無個案死亡 ▪【整理包】第3劑怎麼選？一圖看懂各劑種組合效能、副作用強度 ▪【QA整理包】超實用日期對照表 一張圖秒看懂何時能打第三劑 ▪【教學文】一掃便知！數位新冠健康證明、台北通疫苗護照 操作流程看過來 

新冠肺炎
COVID-19




                    宜蘭礁溪長榮鳳凰酒店疫情延燒，指揮中心表示，礁溪長榮鳳凰酒店確診員工案18495，其20多歲女性友人案18521也確診，...                  

                    新冠肺炎本土疫情再起，國內今天新增13名本土個案、25名境外移入個案，無死亡個案。指揮中心指揮官陳時中表示，本土個案較少...                  

                    生物晶片將成為對抗Omicron病毒利器。矽基分子、中研院、國家實驗研究院儀科中心跟高雄榮民總醫院，共同開發出全球首創「...                  

                    今年學測1月21日至23日舉行，高雄傳出有1名考生在1月24日確診，高雄市衛生局緊急清消考場，同試場的考生及接觸師生已居...                  

                    國內疫情持續延燒，簡訊實聯制有助疫調，然而許多民眾集體聚會時，會由一人代表實聯制，並在簡訊後方「+數字」，但高雄市卻表示...                  

                    花蓮縣衛生局今天針對確診個案18521召開記者會說明，這名確診21歲女大學生Ct值22.3，曾在1月17日與朋友案184...                  ","新冠肺炎,COVID-19",聯合新聞網,https://udn.com/news/story/120940/6059087
新疆又現疫情 兩天出現16例本土感染者,2022-01-24 22:58:00,udn,中國新疆又現COVID-19疫情，在23日出現2例無症狀感染者後，今天再增新病例，目前累計有4名本土確診者和12例無症狀...,"中國新疆又現COVID-19疫情，在23日出現2例無症狀感染者後，今天再增新病例，目前累計有4名本土確診者和12例無症狀感染者。

央視新聞報導，新疆伊犁哈薩克自治州政府新聞辦公室晚間召開疫情防控新聞發布會，會上通報，除23日報告的2例無症狀感染者外，24日新增14例陽性病例，其中4例為確診病例，10例為無症狀感染者。

發布會上指出，23日發現的2例無症狀感染者，14天內均未離開霍爾果斯市，無確診和無症狀感染者接觸史，無醫院就診史，無冷鏈食品接觸史，無高風險崗位閉環管理人員接觸史。

目前當地正在對24日新增陽性病例進行疫調，並加強重點人員的核酸檢測及環境消毒工作。","新冠肺炎,新疆",聯合新聞網,https://udn.com/news/story/122650/6057721
桃園今增7本土 鄭文燦：3例感染源不明需追查,2022-01-25 15:54:00,udn,桃園今天新增7例本土，包括華盛頓幼兒園1位家長，一對感染源不明、讀同一幼兒園的姊妹，和1例感染源不明、住在龍潭的退休人士...,"桃園今天新增7例本土，包括華盛頓幼兒園1位家長，一對感染源不明、讀同一幼兒園的姊妹，和1例感染源不明、住在龍潭的退休人士。亞旭群聚案今天沒有新增案例，市長鄭文燦表示，昨天在園區採檢2619人都是陰性，但園區要清零，包括社區採檢和移工快篩都要持續。



鄭文燦表示，今天有3例都是隔離期滿篩檢確診，包括一位是華盛頓幼兒園的家長，還有兩例是先前居服員乾妹的職場接觸者中延伸個案，由於都在居隔範圍，對社區威脅較小。



鄭文燦表示，今天有3例感染源不明，包括一對姐妹（6歲和3歲）確診，姊姊先發病，兩人就讀同一所幼兒園，現已完成350位師生採檢。龍潭有一名58歲退休人員，活動範圍遍及桃園和新竹，感染源還需要進一步調查，現已匡列4人居家隔離。



而案18521是20歲女性，因曾接觸確診的宜蘭礁溪飯店員工，隔兩天也確定染疫。



鄭文燦表示，昨天包括全市11個社區採檢站和遠雄自貿港的採檢站，採檢結果都是陰性，今天對遠雄自貿港的加值園區、宿舍等紅區員工二採，也將針對移工常去的餐廳、商圈、教會擴大採檢，確保社區沒有隱形傳播鏈。

 ▪【疫情專題】1月25日增13例本土、25例境外 無個案死亡 ▪【整理包】第3劑怎麼選？一圖看懂各劑種組合效能、副作用強度 ▪【QA整理包】超實用日期對照表 一張圖秒看懂何時能打第三劑 ▪【教學文】一掃便知！數位新冠健康證明、台北通疫苗護照 操作流程看過來 

新冠肺炎
COVID-19




                    宜蘭礁溪長榮鳳凰酒店疫情延燒，指揮中心表示，礁溪長榮鳳凰酒店確診員工案18495，其20多歲女性友人案18521也確診，...                  

                    新冠肺炎本土疫情再起，國內今天新增13名本土個案、25名境外移入個案，無死亡個案。指揮中心指揮官陳時中表示，本土個案較少...                  

                    生物晶片將成為對抗Omicron病毒利器。矽基分子、中研院、國家實驗研究院儀科中心跟高雄榮民總醫院，共同開發出全球首創「...                  

                    今年學測1月21日至23日舉行，高雄傳出有1名考生在1月24日確診，高雄市衛生局緊急清消考場，同試場的考生及接觸師生已居...                  

                    國內疫情持續延燒，簡訊實聯制有助疫調，然而許多民眾集體聚會時，會由一人代表實聯制，並在簡訊後方「+數字」，但高雄市卻表示...                  

                    花蓮縣衛生局今天針對確診個案18521召開記者會說明，這名確診21歲女大學生Ct值22.3，曾在1月17日與朋友案184...                  ","新冠肺炎,COVID-19",聯合新聞網,https://udn.com/news/story/120940/6059634
疫情下出席慶生會 香港民政事務局長復職日未定,2022-01-24 17:51:00,udn,香港民政事務局局長徐英偉稍早前在疫情嚴峻之下仍然參加大型生日派對而被停職，至今未能復職,"香港民政事務局局長徐英偉稍早前在疫情嚴峻之下仍然參加大型生日派對而被停職，至今未能復職。

綜合本地媒體今天的報導，當天參加慶生會的主要官員大都已經復職，徐英偉原定於明天復職，但最新消息指出，他明天未能復職，復職日期未定。

本月3日，10多名政府官員出席港區人大表代洪為民的生日派對，會後有嘉賓確診COVID-19（2019冠狀病毒疾病），令當局大為緊張，而這次生日派對也成為本地第五波疫情的傳播鏈之一。

事發後，當局安排相關官員到官方隔離中心接受檢疫，包括財經及內地庫務局局長許正宇、財經及內地庫務局副局長陳浩濂、民政事務局副局長陳積志、警務處處長蕭澤頤、入境處長區嘉宏及發展局局長政治助理馮英倫等。

據報導，各官員已陸續完成檢疫並恢復上班，徐英偉 原本預定明天復職，但最新消息指出，他未能按時復職，何時復職未定。

行政長官林鄭月娥曾對於官員在疫情嚴峻之下出席大型聚會感到失望，尤其是負責抗疫的徐英偉，強調會採取適當行動。","疫情,生日,派對",聯合新聞網,https://udn.com/news/story/7331/6056975
追查長榮鳳凰群聚感染源 18495員工最早發病卻最晚確診,2022-01-25 16:10:00,udn,宜蘭礁溪長榮鳳凰酒店爆出5起確診個案，今天沒再增加。縣衛生局進行疫調發現，第五確診個案18495可能最早發病，她在發病前...,"宜蘭礁溪長榮鳳凰酒店爆出5起確診個案，今天沒再增加。縣衛生局進行疫調發現，第五確診個案18495可能最早發病，她在發病前1月12日及17日曾到台北和同學上課逛街，染疫症狀輕微未留意，爆出酒店疫情後她去篩檢昨天確診，她同學今天確診。



衛生局追蹤發現，該酒店的第一位檢出確診案18443，CT值從26降到19，也就是案18443被發現確診的時間是非常早期的狀態，然後病毒量才逐步增加，造成CT值的下降。



另外4位確診者發病時間18日到23日之間、CT值變化，推論案追查長榮鳳凰群聚感染源18495員工最早發病。這位20幾歲女員工早在1月18日出現輕微咳嗽及流鼻水，是5起確診中最早有症狀，在酒店爆出同事18443確診後，她於24日篩檢確診，CT值24最高，是最後一位確診者。



根據足跡調查顯示，案18495於1月12日及17日曾到台北和某科技大學的同學上課並逛街，同學1月20日出現身體痠痛、鼻塞及咳嗽有痰症狀，同學得知案18495確診後也去篩檢，今天公布確診列入個案18521，CT值22.3。



這位18495女員工在酒店工作的過程中，也與其他4位確診的酒店同事有所接觸。



目前初步查出，礁溪長榮鳳凰酒店5起群聚感染中的最早發病者案18495，但減染源頭還要續追。縣衛生局與中央流行疫情指揮中心等單位正依照確診個案狀況，繼續合作追查感染源。

 ▪【疫情專題】1月25日增13例本土、25例境外 無個案死亡 ▪【整理包】第3劑怎麼選？一圖看懂各劑種組合效能、副作用強度 ▪【QA整理包】超實用日期對照表 一張圖秒看懂何時能打第三劑 ▪【教學文】一掃便知！數位新冠健康證明、台北通疫苗護照 操作流程看過來 

新冠肺炎
COVID-19
宜蘭




                    宜蘭礁溪長榮鳳凰酒店疫情延燒，指揮中心表示，礁溪長榮鳳凰酒店確診員工案18495，其20多歲女性友人案18521也確診，...                  

                    新冠肺炎本土疫情再起，國內今天新增13名本土個案、25名境外移入個案，無死亡個案。指揮中心指揮官陳時中表示，本土個案較少...                  

                    今年學測1月21日至23日舉行，高雄傳出有1名考生在1月24日確診，高雄市衛生局緊急清消考場，同試場的考生及接觸師生已居...                  

                    國內疫情持續延燒，簡訊實聯制有助疫調，然而許多民眾集體聚會時，會由一人代表實聯制，並在簡訊後方「+數字」，但高雄市卻表示...                  

                    高雄港埠爆發群聚感染，今高雄港區確診個案新增4例，其中3例歸高雄個案、1例歸台南個案。市府今天下午也公布最新的確診個案足...                  

                    台南市在這一波Omicron變種病毒疫情中也淪陷，下午市府公布新增兩確診個案，台南市長黃偉哲表示，從近期的疫調發現民眾的...                  ","新冠肺炎,COVID-19,宜蘭",聯合新聞網,https://udn.com/news/story/120940/6059694
女大生接觸宜蘭確診者染疫 回花蓮阿嬤家自行快篩陽性,2022-01-25 17:00:00,udn,花蓮縣衛生局今天針對確診個案18521召開記者會說明，這名確診21歲女大學生Ct值22.3，曾在1月17日與朋友案184...,"花蓮縣衛生局今天針對確診個案18521召開記者會說明，這名確診21歲女大學生Ct值22.3，曾在1月17日與朋友案18495在台北聚餐。昨天接獲朋友確診的通知，自行到藥局購買居家快篩試劑，發現是陽性後，趕緊聯繫衛生局，搭乘防疫計程車送到花蓮醫院PCR採檢陽性，直接住院隔離治療。



衛生局長朱家祥指出，案18521居住及工作地都在桃園，本身已接種2劑疫苗，第一劑AZ、第二劑是BNT，1月17日到台北跟案18495，也就是宜蘭礁溪飯店員工聚餐、活動，她在20日出現咳嗽、流鼻涕類似感冒的症狀，曾去桃園的診所就醫。



朱家祥說，她在1月23日回花蓮的爺爺、奶奶家，趁過年前幫忙整理家裡，先後去虱目魚專賣店、銀樓、711東海岸門市、藥妝店、服飾店、運動用品店，買路邊攤紅豆餅。24日早上先買了早餐再去7-11，因為接獲朋友確診，趕緊去藥妝店買居家快篩劑，快篩為陽性，就醫PCR採檢確診。



經衛生局擴大疫調，已匡列24位接觸者，PCR檢查全都是陰性，依照接觸的時間與親密度，其中有10位居家隔離，14位座自主健康監測，個案去過的地方，都已完成清消。



針對防疫旅館量能，朱家祥表示，防疫旅館目前有300間左右，可因應國外回來鄉親居家檢疫，未來會整備加強版居家檢疫所，將持續跟防疫旅館溝通做好準備。接下來過年縣內醫院急診正常運作，假設確診者到花蓮，相信有醫療資源治療。



朱家祥建議，現在藥房、便利商店都有販賣居家快篩劑，可多買幾個放在家裡以備不時之需；若出現發燒、咳嗽等症狀，應盡快就醫。提醒民眾基本上戶外傳染的機率很低，開放式空間病毒很難傳播，只要口罩戴好、勤洗手，做好防疫措施就是保護自己的最好方法。花蓮縣衛生局長朱家祥今天針對確診個案18521召開記者會說明，這名確診21歲女大學生Ct值22.3，曾在1月17日與朋友案18495在台北聚餐而染疫。記者王思慧／攝影花蓮縣環保局針對確診者足跡清消，做好防疫工作。圖／花蓮縣環保局提供案18521在24日早上先買了早餐再去711，因接獲朋友確診消息，先居家快篩為陽性，就醫PCR採檢確診。圖／花蓮縣政府提供案18521於23日下午搭火車抵達花蓮，先後去虱目魚專賣店、銀樓、711東海岸門市、藥妝店、服飾店、運動用品店，還買了路邊攤紅豆餅當點心。圖／花蓮縣政府提供

 ▪【疫情專題】1月25日增13例本土、25例境外 無個案死亡 ▪【整理包】第3劑怎麼選？一圖看懂各劑種組合效能、副作用強度 ▪【QA整理包】超實用日期對照表 一張圖秒看懂何時能打第三劑 ▪【教學文】一掃便知！數位新冠健康證明、台北通疫苗護照 操作流程看過來 

新冠肺炎
COVID-19




                    宜蘭礁溪長榮鳳凰酒店疫情延燒，指揮中心表示，礁溪長榮鳳凰酒店確診員工案18495，其20多歲女性友人案18521也確診，...                  

                    新冠肺炎本土疫情再起，國內今天新增13名本土個案、25名境外移入個案，無死亡個案。指揮中心指揮官陳時中表示，本土個案較少...                  

                    生物晶片將成為對抗Omicron病毒利器。矽基分子、中研院、國家實驗研究院儀科中心跟高雄榮民總醫院，共同開發出全球首創「...                  

                    今年學測1月21日至23日舉行，高雄傳出有1名考生在1月24日確診，高雄市衛生局緊急清消考場，同試場的考生及接觸師生已居...                  

                    國內疫情持續延燒，簡訊實聯制有助疫調，然而許多民眾集體聚會時，會由一人代表實聯制，並在簡訊後方「+數字」，但高雄市卻表示...                  

                    高雄港埠爆發群聚感染，今高雄港區確診個案新增4例，其中3例歸高雄個案、1例歸台南個案。市府今天下午也公布最新的確診個案足...                  ","新冠肺炎,COVID-19",聯合新聞網,https://udn.com/news/story/120940/6059872
高雄擴大採檢1.8萬多人 一般社區民眾仍零確診,2022-01-24 16:31:00,udn,高雄市今天新增8例COVID-19（2019冠狀病毒疾病）本土確診案例，均與高雄港傳播鏈有關。市長陳其邁說，市府擴大採檢...,"高雄市今天新增8例COVID-19（2019冠狀病毒疾病）本土確診案例，均與高雄港傳播鏈有關。市長陳其邁說，市府擴大採檢，至今已篩檢1.8萬多人，目前一般社區民眾仍無確診案例。

陳其邁下午在高雄市政府防疫會議後記者會表示，高雄市上週擴大篩檢至今已篩檢1.8萬多人，其中高雄港中島管制區在34碼頭、118號碼頭、貨櫃屋及周邊修造船廠共採檢9031人，目前PCR採檢結果，共6人陽性確診。

陳其邁說，高雄港中島管制區採檢者包括修船工人、工程行員工或船靠岸整補時，接觸的日用品、機電、油漆、水電等補給人員等；其次是與確診者有接觸匡列的對象，包括松青幼兒園、建國國小及確診者工作地等共採檢851人，目前都陰性。

此外，市府也在旗津廣濟宮、旗津醫院、高科大旗津校區及前鎮漁港西岸碼頭、小港臨海新村等地設社區篩檢站，陳其邁說，社區篩檢站的篩檢對象，有匡列接觸者及一般民眾，共篩檢8810人，目前社區民眾零確診，匡列採檢者5人確診。

陳其邁說，市府採取擴大篩檢方式，主要是希望盡快找到感染源並及早匡列隔離，或確認社區是否有潛在傳播鏈等，把潛在隱形傳播鏈阻斷。他也再此呼籲民眾盡快施打疫苗，保護自己和家人。

 ▪【疫情專題】1月25日增13例本土、25例境外 無個案死亡 ▪【整理包】第3劑怎麼選？一圖看懂各劑種組合效能、副作用強度 ▪【QA整理包】超實用日期對照表 一張圖秒看懂何時能打第三劑 ▪【教學文】一掃便知！數位新冠健康證明、台北通疫苗護照 操作流程看過來 

新冠肺炎
COVID-19




                    Omicron疫情肆虐全球，連帛琉也遭攻陷，我國昨日新增2名境外移入，是首見從帛琉返台的確診陽性個案，為當地居住，非旅遊...                  

                    新冠肺炎本土疫情再起，國內今天新增13名本土個案、25名境外移入個案，無死亡個案。指揮中心指揮官陳時中表示，本土個案較少...                  

                    台南市傳出有在地的本土新冠肺炎確診個案，打破212天沒有本土病例的紀錄，首次出現個案，台南市衛生局表示，中央疫情指揮中心...                  

                    新冠肺炎襲捲全球，各國開發疫苗與檢測技術，科技部與中央研究院以及民間企業，與高雄榮民總醫院（高榮）合作，開發出世界首創的...                  

                    昨新增十五例本土個案，境外移入卅六例，指揮中心指揮官陳時中表示，確診個案大幅減少，可能因周日篩檢人數較少，「雖然覺得慶幸，但危機還沒有過。」現在最需釐清宜蘭礁溪長榮鳳凰酒店、北市圓山飯店等兩起不明感染源事件，另桃園和高雄群聚規模較大，為防疫「重中之重」。                  

                    中央流行疫情指揮中心今宣布新增15本土案例，指揮官陳時中表示，雖然慶幸但不可掉以輕心，畢竟昨天是周日，大規模採檢相對少。...                  ","新冠肺炎,COVID-19",聯合新聞網,https://udn.com/news/story/120940/6056808
清零或共存？立委促陳時中別模稜兩可,2022-01-25 02:07:00,udn,本土疫情再起，對於未來防疫方針是「清零」或是「與病毒共存」，民眾黨立委蔡壁如表示，方向確定了才能安民心，中央流行疫情指揮...,"本土疫情再起，對於未來防疫方針是「清零」或是「與病毒共存」，民眾黨立委蔡壁如表示，方向確定了才能安民心，中央流行疫情指揮中心指揮官陳時中必須做出明確的決策，不能老是模稜兩可，說些「可能會、可能也不會」的幹話。民眾黨立委張其祿也呼籲，考量「疫情常態化」，政府應建立指導民眾及業者如何面對突發的疫情警戒之「新防疫生活應變指引」。



蔡壁如指出，Omicron變種病毒擴散速度比想像還要快，雖然輕症患者居多，但仍然必須隔離治療，如果這些輕病患者全部湧入醫院，台灣的醫療量能勢必無法負荷。



蔡壁如也質疑，民間已提出許多建言和方法，「指揮中心呢？」與其花時間去想如何引導民眾對疫情的思考方向，不如快點告訴民眾，究竟要清零還是共存。



張其祿表示，Omicron在國內肆虐，但是目前大部分防疫措施仍屬業者及民眾自發性，從上一波三級警戒降級後，未見更新的防疫生活指引，防疫簡訊實聯制也自去年五月疫情高峰五億六千多萬則，到十二月降到二億九千萬則，可發現國民已明顯進入了防疫疲乏，壓力也可能累積到高點。



張其祿呼籲，政府應建立「新防疫生活應變指引」，指導業者與民眾面對疫情突發狀況的應變對策，同時簡訊實聯制也必須在「保證維護民眾個資權益」下設法繼續養成國民使用習慣及信心，確保疫調仍可持續進行；面對長期防疫壓力及社會活動降低所造成的國民心理影響，政府也必須主動建立協助管道。









 ▪【疫情專題】1月25日增13例本土、25例境外 無個案死亡 ▪【整理包】第3劑怎麼選？一圖看懂各劑種組合效能、副作用強度 ▪【QA整理包】超實用日期對照表 一張圖秒看懂何時能打第三劑 ▪【教學文】一掃便知！數位新冠健康證明、台北通疫苗護照 操作流程看過來 

新冠肺炎
COVID-19
實聯制
蔡壁如
張其祿
Omicron
變種病毒
三級警戒
民眾黨
疫情




                    宜蘭礁溪長榮鳳凰酒店疫情延燒，指揮中心表示，礁溪長榮鳳凰酒店確診員工案18495，其20多歲女性友人案18521也確診，...                  

                    新冠肺炎本土疫情再起，國內今天新增13名本土個案、25名境外移入個案，無死亡個案。指揮中心指揮官陳時中表示，本土個案較少...                  

                    生物晶片將成為對抗Omicron病毒利器。矽基分子、中研院、國家實驗研究院儀科中心跟高雄榮民總醫院，共同開發出全球首創「...                  

                    今年學測1月21日至23日舉行，高雄傳出有1名考生在1月24日確診，高雄市衛生局緊急清消考場，同試場的考生及接觸師生已居...                  

                    國內疫情持續延燒，簡訊實聯制有助疫調，然而許多民眾集體聚會時，會由一人代表實聯制，並在簡訊後方「+數字」，但高雄市卻表示...                  

                    花蓮縣衛生局今天針對確診個案18521召開記者會說明，這名確診21歲女大學生Ct值22.3，曾在1月17日與朋友案184...                  ","新冠肺炎,COVID-19,實聯制,蔡壁如,張其祿,Omicron,變種病毒,三級警戒,民眾黨,疫情",聯合新聞網,https://udn.com/news/story/120940/6057940
加強春節防疫 台東重開快篩站,2022-01-25 01:26:00,udn,台東縣昨天開防疫會議，因應春節期間大批遊子返鄉及遊客湧入，縣長饒慶鈴宣布本月28日起重啟台東火車站、機場快篩站，持車票、...,"台東縣昨天開防疫會議，因應春節期間大批遊子返鄉及遊客湧入，縣長饒慶鈴宣布本月28日起重啟台東火車站、機場快篩站，持車票、機票與身分證，即可免費快篩，也要求加強旅宿及餐飲業防疫宣導、實聯制。



饒慶鈴表示，即日起取消縣府主辦的春節發紅包活動，也啟動台東火車站、航空站快篩站，也呼籲到台東遊客及返鄉民眾可在居住地先購買「家用快篩試劑」自行篩檢，保護自己也保護家人。



因應本土疫情升溫，台東縣教育處已公告即日起至2月10日，台東縣各級學校畢業旅行延期辦理，校園不開放民眾露營及入校參訪。縣衛生局也宣布餐飲業需落實實聯制，即日起派員查核，如未落實，將要求禁止內用。



另，台東元宵重要民俗包含遶境祈福、炮炸寒單爺，主辦單位台東天后宮、玄武堂、邯鄲堂昨都宣布活動停辦，避免聚集，以免造成疫情破口。

 ▪【疫情專題】1月25日增13例本土、25例境外 無個案死亡 ▪【整理包】第3劑怎麼選？一圖看懂各劑種組合效能、副作用強度 ▪【QA整理包】超實用日期對照表 一張圖秒看懂何時能打第三劑 ▪【教學文】一掃便知！數位新冠健康證明、台北通疫苗護照 操作流程看過來 

新冠肺炎
COVID-19
快篩
實聯制
饒慶鈴
遶境
露營
炸寒單




                    宜蘭礁溪長榮鳳凰酒店疫情延燒，指揮中心表示，礁溪長榮鳳凰酒店確診員工案18495，其20多歲女性友人案18521也確診，...                  

                    新冠肺炎本土疫情再起，國內今天新增13名本土個案、25名境外移入個案，無死亡個案。指揮中心指揮官陳時中表示，本土個案較少...                  

                    生物晶片將成為對抗Omicron病毒利器。矽基分子、中研院、國家實驗研究院儀科中心跟高雄榮民總醫院，共同開發出全球首創「...                  

                    今年學測1月21日至23日舉行，高雄傳出有1名考生在1月24日確診，高雄市衛生局緊急清消考場，同試場的考生及接觸師生已居...                  

                    國內疫情持續延燒，簡訊實聯制有助疫調，然而許多民眾集體聚會時，會由一人代表實聯制，並在簡訊後方「+數字」，但高雄市卻表示...                  

                    花蓮縣衛生局今天針對確診個案18521召開記者會說明，這名確診21歲女大學生Ct值22.3，曾在1月17日與朋友案184...                  ","新冠肺炎,COVID-19,快篩,實聯制,饒慶鈴,遶境,露營,炸寒單",聯合新聞網,https://udn.com/news/story/120940/6057603
